raw_id,doc_id,text,group_key,num_aspects,label_signature,aspects
2849,sentfin_002849,KPTL shares surge 7% as company bags orders worth Rs 560 crore,kptl shares surge 7 as company bags orders worth rs 560 crore,1,positive,"[{'term': 'KPTL', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2850,sentfin_002850,Liberty Shoes Q2 net up 25.24 per cent at Rs 2.53 crore,liberty shoes q2 net up 2524 per cent at rs 253 crore,1,positive,"[{'term': 'Liberty Shoes', 'sentiment': 'positive', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2851,sentfin_002851,Liquidity flowing into emerging markets will help Hindalco move up: Seshadri Bharathan,liquidity flowing into emerging markets will help hindalco move up seshadri bharathan,1,positive,"[{'term': 'Hindalco', 'sentiment': 'positive', 'char_from': 50, 'char_to': 58, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2852,sentfin_002852,Lock & load: Bharat Forge hits all-time high on Rafael arms JV,lock load bharat forge hits alltime high on rafael arms jv,1,positive,"[{'term': 'Bharat Forge', 'sentiment': 'positive', 'char_from': 13, 'char_to': 25, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2853,sentfin_002853,"Low valuations, price corrections make Jubilant Life Sciences a good stock pick",low valuations price corrections make jubilant life sciences a good stock pick,1,positive,"[{'term': 'Jubilant Life Sciences', 'sentiment': 'positive', 'char_from': 39, 'char_to': 61, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2854,sentfin_002854,Man Industries surges over 19% intraday on Rs 510 crore export order,man industries surges over 19 intraday on rs 510 crore export order,1,positive,"[{'term': 'Man Industries', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2855,sentfin_002855,Manappuram Finance plans to garner up to Rs 200 cr via NCDs,manappuram finance plans to garner up to rs 200 cr via ncds,1,positive,"[{'term': 'Manappuram Finance', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2856,sentfin_002856,Mangalore Refinery and Petrochemicals shares gain over 11% on robust earnings,mangalore refinery and petrochemicals shares gain over 11 on robust earnings,1,positive,"[{'term': 'Mangalore Refinery and Petrochemicals', 'sentiment': 'positive', 'char_from': 0, 'char_to': 37, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2857,sentfin_002857,Maruti has potential to rise 10-15% if market sentiment improves: Deven Choksey.,maruti has potential to rise 1015 if market sentiment improves deven choksey,1,positive,"[{'term': 'Maruti', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2858,sentfin_002858,Mastek Net up over two-fold at Rs 20.3 cr in Jan-Mar qtr,mastek net up over twofold at rs 203 cr in janmar qtr,1,positive,"[{'term': 'Mastek', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2859,sentfin_002859,Mastek rallies over 40% in 5 trading session on potential value unlocking,mastek rallies over 40 in 5 trading session on potential value unlocking,1,positive,"[{'term': 'Mastek', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2860,sentfin_002860,Mastek: Lower operating costs and lesser forex loss result in margin expansion,mastek lower operating costs and lesser forex loss result in margin expansion,1,positive,"[{'term': 'Mastek', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2861,sentfin_002861,"MF exposure to bank stocks hit record high of Rs 85,000 crore",mf exposure to bank stocks hit record high of rs 85000 crore,1,positive,"[{'term': 'bank stocks', 'sentiment': 'positive', 'char_from': 15, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2862,sentfin_002862,MphasiS gains 2% as Q3 profit rises 7% to Rs 209 crore,mphasis gains 2 as q3 profit rises 7 to rs 209 crore,1,positive,"[{'term': 'MphasiS', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2863,sentfin_002863,"Nagarjuna Construction can give return of 20-25%: Gajendra Nagpal, Unicon Financial Solutions",nagarjuna construction can give return of 2025 gajendra nagpal unicon financial solutions,2,neutral+positive,"[{'term': 'Nagarjuna Construction', 'sentiment': 'positive', 'char_from': 0, 'char_to': 22, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Unicon Financial Solutions', 'sentiment': 'neutral', 'char_from': 67, 'char_to': 93, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2864,sentfin_002864,NBCC IPO hits capital market to raise Rs 120 crore for government,nbcc ipo hits capital market to raise rs 120 crore for government,1,positive,"[{'term': 'NBCC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2865,sentfin_002865,NBFCs seeing good Q2 numbers on fall in input cost: Deepak Shenoy,nbfcs seeing good q2 numbers on fall in input cost deepak shenoy,1,positive,"[{'term': 'NBFC', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'substring_unique'}]"
2866,sentfin_002866,Next year is going to be phenomenal for Indian equities: Vikas Khemani,next year is going to be phenomenal for indian equities vikas khemani,1,positive,"[{'term': 'Indian equities', 'sentiment': 'positive', 'char_from': 40, 'char_to': 55, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2867,sentfin_002867,"Nifty's upward move about to resume: Sandeep Wagle, APTART Technical Advisory Services",niftys upward move about to resume sandeep wagle aptart technical advisory services,2,neutral+positive,"[{'term': 'APTART Technical Advisory Services', 'sentiment': 'neutral', 'char_from': 52, 'char_to': 86, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Nifty', 'sentiment': 'positive', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2868,sentfin_002868,Nikkei ends day with marginal gains as BOJ keeps monetary policy unchanged,nikkei ends day with marginal gains as boj keeps monetary policy unchanged,2,neutral+positive,"[{'term': 'BOJ', 'sentiment': 'neutral', 'char_from': 39, 'char_to': 42, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Nikkei', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2869,sentfin_002869,Nokia Solutions and Networks reports Q1 net profit of 124 million euro,nokia solutions and networks reports q1 net profit of 124 million euro,1,neutral,"[{'term': 'Nokia Solutions and Networks', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 28, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2870,sentfin_002870,"NPCIL rides corporate bond wave, to raise up to Rs 2,500 crore",npcil rides corporate bond wave to raise up to rs 2500 crore,1,neutral,"[{'term': 'NPCIL', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2871,sentfin_002871,"ONGC Videsh H1 profit rises 14.4 per cent to Rs 1,886 crore",ongc videsh h1 profit rises 144 per cent to rs 1886 crore,1,positive,"[{'term': 'ONGC Videsh', 'sentiment': 'positive', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2872,sentfin_002872,Opto Circuits gains over 12% on stake sale reports to Goldman Sachs,opto circuits gains over 12 on stake sale reports to goldman sachs,2,neutral+positive,"[{'term': 'Goldman Sachs', 'sentiment': 'neutral', 'char_from': 54, 'char_to': 67, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Opto Circuits', 'sentiment': 'positive', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2873,sentfin_002873,Oriental Bank of Commerce Q4 Net rises marginally to Rs 310 crore,oriental bank of commerce q4 net rises marginally to rs 310 crore,1,positive,"[{'term': 'Oriental Bank of Commerce', 'sentiment': 'positive', 'char_from': 0, 'char_to': 25, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2874,sentfin_002874,PE firm Apax buys TPGs 20.3% stake in Shriram City Union Finance,pe firm apax buys tpgs 203 stake in shriram city union finance,3,neutral+positive,"[{'term': 'Apax', 'sentiment': 'neutral', 'char_from': 8, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Shriram City Union Finance', 'sentiment': 'positive', 'char_from': 38, 'char_to': 64, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'TPG', 'sentiment': 'neutral', 'char_from': 18, 'char_to': 21, 'match_status': 'matched', 'match_type': 'substring_unique'}]"
2875,sentfin_002875,Penny stocks soar 30-90 per cent post global and local stimulus measures,penny stocks soar 3090 per cent post global and local stimulus measures,1,positive,"[{'term': 'Penny stocks', 'sentiment': 'positive', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2876,sentfin_002876,Persistent Net up 37 pc at Rs 57 cr; revenues rise 19%,persistent net up 37 pc at rs 57 cr revenues rise 19,1,positive,"[{'term': 'Persistent', 'sentiment': 'positive', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2877,sentfin_002877,Pia Singh buys over 1.31 crore DLF shares for Rs 194 crore,pia singh buys over 131 crore dlf shares for rs 194 crore,1,positive,"[{'term': 'DLF', 'sentiment': 'positive', 'char_from': 31, 'char_to': 34, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2878,sentfin_002878,Premium valuation for TCS justified among large cap IT stocks: Dipan Mehta,premium valuation for tcs justified among large cap it stocks dipan mehta,1,positive,"[{'term': 'TCS', 'sentiment': 'positive', 'char_from': 22, 'char_to': 25, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2879,sentfin_002879,"Pre-open: Nifty likely to open on positive note, find support at 8,100",preopen nifty likely to open on positive note find support at 8100,1,positive,"[{'term': 'Nifty', 'sentiment': 'positive', 'char_from': 10, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2880,sentfin_002880,PSU bank stocks might be great contrarian buys next year: Nitin Jain,psu bank stocks might be great contrarian buys next year nitin jain,1,positive,"[{'term': 'PSU bank stocks', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2881,sentfin_002881,Q4 earnings: RIL's profit jumps up 32 pc on rising refining income,q4 earnings rils profit jumps up 32 pc on rising refining income,1,positive,"[{'term': 'RIL', 'sentiment': 'positive', 'char_from': 13, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2882,sentfin_002882,"QE3 will be good for the Indian markets: Pankaj Pandey, ICICI Direct",qe3 will be good for the indian markets pankaj pandey icici direct,1,neutral,"[{'term': 'ICICI Direct', 'sentiment': 'neutral', 'char_from': 56, 'char_to': 68, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2883,sentfin_002883,Quasi private sector banks provide good opportunities: Mehraboon Irani Nirmal Bang Securities,quasi private sector banks provide good opportunities mehraboon irani nirmal bang securities,2,neutral+positive,"[{'term': 'Mehraboon Irani Nirmal Bang Securities', 'sentiment': 'neutral', 'char_from': 55, 'char_to': 93, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'private sector banks', 'sentiment': 'positive', 'char_from': 6, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2884,sentfin_002884,"Railway expansion plans bound to benefit Titagarh, other big players: Deepak Shenoy",railway expansion plans bound to benefit titagarh other big players deepak shenoy,1,positive,"[{'term': 'Titagarh', 'sentiment': 'positive', 'char_from': 41, 'char_to': 49, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2885,sentfin_002885,"Rajesh Exports climbs on bagging an export order worth Rs 1,122 crore",rajesh exports climbs on bagging an export order worth rs 1122 crore,1,positive,"[{'term': 'Rajesh Exports', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2886,sentfin_002886,Ramco Systems gains as company may raise Rs 300 cr through QIP,ramco systems gains as company may raise rs 300 cr through qip,1,positive,"[{'term': 'Ramco Systems', 'sentiment': 'positive', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2887,sentfin_002887,Rashtriya Chemicals and Fertilisers Q1 net profit up by 65 per cent,rashtriya chemicals and fertilisers q1 net profit up by 65 per cent,1,positive,"[{'term': 'Rashtriya Chemicals and Fertilisers', 'sentiment': 'positive', 'char_from': 0, 'char_to': 35, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2888,sentfin_002888,"Raymond a good pick in the textile space: Anil Rego, Right Horizons",raymond a good pick in the textile space anil rego right horizons,2,neutral+positive,"[{'term': 'Raymond', 'sentiment': 'positive', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Right Horizons', 'sentiment': 'neutral', 'char_from': 53, 'char_to': 67, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2889,sentfin_002889,Refined soya oil futures gain 1.02 per cent on strong spot demand,refined soya oil futures gain 102 per cent on strong spot demand,1,positive,"[{'term': 'Refined soya oil futures', 'sentiment': 'positive', 'char_from': 0, 'char_to': 24, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2890,sentfin_002890,Reforms pushed by Narendra Modi government likely to attract investors to PSUs,reforms pushed by narendra modi government likely to attract investors to psus,1,positive,"[{'term': 'PSUs', 'sentiment': 'positive', 'char_from': 74, 'char_to': 78, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2891,sentfin_002891,"Relaxo Footwears rallies 20%, hits 52-week high on dividend, bonus issue plans",relaxo footwears rallies 20 hits 52week high on dividend bonus issue plans,1,positive,"[{'term': 'Relaxo Footwears', 'sentiment': 'positive', 'char_from': 0, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2892,sentfin_002892,Replacement demand for tyres to benefit the stocks going forward: Prateek Agarwal,replacement demand for tyres to benefit the stocks going forward prateek agarwal,1,positive,"[{'term': 'tyres', 'sentiment': 'positive', 'char_from': 23, 'char_to': 28, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2893,sentfin_002893,Rolta India net up 25.3 pc at Rs 84.04 cr for Jan-Mar,rolta india net up 253 pc at rs 8404 cr for janmar,1,positive,"[{'term': 'Rolta India', 'sentiment': 'positive', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2894,sentfin_002894,Rupee rises to over 6-month high vs US dollar on FII inflows,rupee rises to over 6month high vs us dollar on fii inflows,2,neutral+positive,"[{'term': 'Rupee', 'sentiment': 'positive', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'US dollar', 'sentiment': 'neutral', 'char_from': 36, 'char_to': 45, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2895,sentfin_002895,Russia adds to gold holdings for 5th month in a row: IMF,russia adds to gold holdings for 5th month in a row imf,2,neutral+positive,"[{'term': 'IMF', 'sentiment': 'neutral', 'char_from': 53, 'char_to': 56, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'gold', 'sentiment': 'positive', 'char_from': 15, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2896,sentfin_002896,Sandhar Tech seeks Sebi nod to raise Rs 300 cr via IPO,sandhar tech seeks sebi nod to raise rs 300 cr via ipo,1,positive,"[{'term': 'Sandhar Tech', 'sentiment': 'positive', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2897,sentfin_002897,Sasken shares up 20% as it wins $31.7 million in arbitration case,sasken shares up 20 as it wins 317 million in arbitration case,1,positive,"[{'term': 'Sasken', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2898,sentfin_002898,Satyam may see big rerating after merger with Tech Mahindra: Ambit Capital,satyam may see big rerating after merger with tech mahindra ambit capital,3,neutral+positive,"[{'term': 'Ambit Capital', 'sentiment': 'neutral', 'char_from': 61, 'char_to': 74, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Satyam', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Tech Mahindra', 'sentiment': 'neutral', 'char_from': 46, 'char_to': 59, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2899,sentfin_002899,"SBI scales above Rs 2,000 levels on $1 bn fund raising plans",sbi scales above rs 2000 levels on 1 bn fund raising plans,1,positive,"[{'term': 'SBI', 'sentiment': 'positive', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2900,sentfin_002900,"See this week's upside continuing in next week too: Mitesh Thacker, miteshthacker.com",see this weeks upside continuing in next week too mitesh thacker miteshthackercom,1,neutral,"[{'term': 'miteshthacker.com', 'sentiment': 'neutral', 'char_from': 68, 'char_to': 85, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2901,sentfin_002901,Sensex pares gains after hitting record highs; top ten stocks in focus,sensex pares gains after hitting record highs top ten stocks in focus,1,positive,"[{'term': 'Sensex', 'sentiment': 'positive', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2902,sentfin_002902,Sesa net at Rs 1.62K crore; hopes to resume mining post monsoon,sesa net at rs 162k crore hopes to resume mining post monsoon,1,positive,"[{'term': 'Sesa', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2903,sentfin_002903,"Seven blue-chips add Rs 25,098 crore in market-cap; Tata Motors top gainer",seven bluechips add rs 25098 crore in marketcap tata motors top gainer,1,positive,"[{'term': 'Tata Motors', 'sentiment': 'positive', 'char_from': 52, 'char_to': 63, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2904,sentfin_002904,"Shipping Corporation has seen a lot of upside: Gautam Shah, JM Financial",shipping corporation has seen a lot of upside gautam shah jm financial,2,neutral+positive,"[{'term': 'JM Financial', 'sentiment': 'neutral', 'char_from': 60, 'char_to': 72, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Shipping Corporation', 'sentiment': 'positive', 'char_from': 0, 'char_to': 20, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2905,sentfin_002905,Shivanand Mankekar makes a profit of Rs 150 crore on United Spirits,shivanand mankekar makes a profit of rs 150 crore on united spirits,1,negative,"[{'term': 'United Spirits', 'sentiment': 'negative', 'char_from': 53, 'char_to': 67, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2906,sentfin_002906,"Shree Cement net profit surge by 537% on better realisations, operational efficiencies",shree cement net profit surge by 537 on better realisations operational efficiencies,1,positive,"[{'term': 'Shree Cement', 'sentiment': 'positive', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2907,sentfin_002907,Shri Lakshmi Cotsyn March qtr net up 9.05% to Rs 27.70 cr,shri lakshmi cotsyn march qtr net up 905 to rs 2770 cr,1,positive,"[{'term': 'Shri Lakshmi Cotsyn', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2908,sentfin_002908,Shriram City Union Finance Q2 profit rises 10.5% to Rs 152.31 crore,shriram city union finance q2 profit rises 105 to rs 15231 crore,1,positive,"[{'term': 'Shriram City Union Finance', 'sentiment': 'positive', 'char_from': 0, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2909,sentfin_002909,Shriram City Union Finance Q4 Net rises 21% to Rs 151 crore,shriram city union finance q4 net rises 21 to rs 151 crore,1,positive,"[{'term': 'Shriram City Union Finance', 'sentiment': 'positive', 'char_from': 0, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2910,sentfin_002910,Siemens Ltd net profit rises two-fold to Rs 88.3 crore in January-March,siemens ltd net profit rises twofold to rs 883 crore in januarymarch,1,positive,"[{'term': 'Siemens Ltd', 'sentiment': 'positive', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2911,sentfin_002911,Singapore index rises ahead of price data; others flat on Greek debt,singapore index rises ahead of price data others flat on greek debt,1,positive,"[{'term': 'Singapore index', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2912,sentfin_002912,Sistema deal will help RCom launch 4G services later on: Nitin Soni,sistema deal will help rcom launch 4g services later on nitin soni,2,neutral+positive,"[{'term': 'RCom', 'sentiment': 'positive', 'char_from': 23, 'char_to': 27, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Sistema', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 7, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2913,sentfin_002913,SJVN's profit after tax jumps 8.87% to Rs 343.24 cr in Q1,sjvns profit after tax jumps 887 to rs 34324 cr in q1,1,positive,"[{'term': 'SJVN', 'sentiment': 'positive', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2914,sentfin_002914,Solar power stocks rally upto 11% on Indo-US partnership on clean energy,solar power stocks rally upto 11 on indous partnership on clean energy,1,positive,"[{'term': 'Solar power stocks', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2915,sentfin_002915,"Spice India debuts in Delhi; will offer spices-infused chocolate slabs, beauty creams",spice india debuts in delhi will offer spicesinfused chocolate slabs beauty creams,1,neutral,"[{'term': 'Spice India', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 11, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2916,sentfin_002916,Standard Chartered jumps 5 per cent on Sebi move on IDR conversion,standard chartered jumps 5 per cent on sebi move on idr conversion,2,neutral+positive,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 39, 'char_to': 43, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Standard Chartered', 'sentiment': 'positive', 'char_from': 0, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2917,sentfin_002917,"Steria India sees exits at top; CEO, HR head, SVP Finance quit",steria india sees exits at top ceo hr head svp finance quit,1,neutral,"[{'term': 'Steria India', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2918,sentfin_002918,Sterling index at six-week high as chances of BoE rate hike grow,sterling index at sixweek high as chances of boe rate hike grow,2,neutral+positive,"[{'term': 'BoE', 'sentiment': 'neutral', 'char_from': 46, 'char_to': 49, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Sterling index', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2919,sentfin_002919,"Structural tailwinds will aid IT companies and IT stocks, says Vinay Khattar",structural tailwinds will aid it companies and it stocks says vinay khattar,2,positive,"[{'term': 'IT companies', 'sentiment': 'positive', 'char_from': 30, 'char_to': 42, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'IT stocks', 'sentiment': 'positive', 'char_from': 47, 'char_to': 56, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2920,sentfin_002920,Subex rallies nearly 5% on reports of buyout by global tech firms,subex rallies nearly 5 on reports of buyout by global tech firms,1,positive,"[{'term': 'Subex', 'sentiment': 'positive', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2921,sentfin_002921,"Sun Pharma-Ranbaxy deal clears a big hurdle, secures NSE & BSE nod",sun pharmaranbaxy deal clears a big hurdle secures nse bse nod,4,neutral+positive,"[{'term': 'BSE', 'sentiment': 'neutral', 'char_from': 59, 'char_to': 62, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'NSE', 'sentiment': 'neutral', 'char_from': 53, 'char_to': 56, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Ranbaxy', 'sentiment': 'positive', 'char_from': 11, 'char_to': 18, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Sun Pharma', 'sentiment': 'positive', 'char_from': 0, 'char_to': 10, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2922,sentfin_002922,Sutlej Textiles Q3 profit jumps 61.47 per cent to Rs 39.90 crore,sutlej textiles q3 profit jumps 6147 per cent to rs 3990 crore,1,positive,"[{'term': 'Sutlej Textiles', 'sentiment': 'positive', 'char_from': 0, 'char_to': 15, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2923,sentfin_002923,Suven Life Sciences Q2 net profit up 7-fold at Rs 45.54 crore,suven life sciences q2 net profit up 7fold at rs 4554 crore,1,positive,"[{'term': 'Suven Life Sciences', 'sentiment': 'positive', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2924,sentfin_002924,Suzlon Energy rallies 20% in two sessions as Q4 net loss narrows,suzlon energy rallies 20 in two sessions as q4 net loss narrows,1,positive,"[{'term': 'Suzlon Energy', 'sentiment': 'positive', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2925,sentfin_002925,Syndicate Bank Q2 net up 5 per cent at Rs 332 crore,syndicate bank q2 net up 5 per cent at rs 332 crore,1,positive,"[{'term': 'Syndicate Bank', 'sentiment': 'positive', 'char_from': 0, 'char_to': 14, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2926,sentfin_002926,"Syngene International makes stellar debut, ends day up 24% over issue price",syngene international makes stellar debut ends day up 24 over issue price,1,positive,"[{'term': 'Syngene International', 'sentiment': 'positive', 'char_from': 0, 'char_to': 21, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2927,sentfin_002927,"Tax sops to oil companies will be helpful: Ashith Kampani, JM Financial",tax sops to oil companies will be helpful ashith kampani jm financial,1,neutral,"[{'term': 'JM Financial', 'sentiment': 'neutral', 'char_from': 59, 'char_to': 71, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2928,sentfin_002928,"Texmaco Rail rallies over 8% as consortium wins Rs 1,800 crore order",texmaco rail rallies over 8 as consortium wins rs 1800 crore order,1,positive,"[{'term': 'Texmaco Rail', 'sentiment': 'positive', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2929,sentfin_002929,There is great opportunity and great future for Power Grid: Sudip Bandyopadhyay,there is great opportunity and great future for power grid sudip bandyopadhyay,1,positive,"[{'term': 'Power Grid', 'sentiment': 'positive', 'char_from': 48, 'char_to': 58, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
2930,sentfin_002930,Torrent Power rallies as Q2 net profit rose to Rs 246.27 crore,torrent power rallies as q2 net profit rose to rs 24627 crore,1,positive,"[{'term': 'Torrent Power', 'sentiment': 'positive', 'char_from': 0, 'char_to': 13, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
